audusd_close,audjpy_close,eurusd_close,audeur_close,jpyusd_close,jpyeur_close,audchf_close,gbpusd_close,audcad_close,chfusd_close,cadusd_close,audgbp_close,jpygbp_close,cadeur_close,eurchf_close,gbpeur_close,cadjpy_close,jpychf_close,nzdusd_close,audnzd_close
0.5240166414523451,0.8801172447484122,0.5865090029561946,0.521836360280947,0.13567718256753802,0.09433586488926649,0.8970902578520672,0.9185910674426856,0.46336240340150914,0.043403814757297265,0.7425557162457816,0.22136972622118645,0.019696406394608457,0.545431078988126,0.9501596895005946,1.0,0.7702665314027481,0.6275144622666318,0.6968873391108146,0.29972049021715774
0.5346066565809382,0.8969223253541767,0.593353041297142,0.5273727976377867,0.12986101361785773,0.08291730840724432,0.908374896493289,0.9246406742182447,0.46851432295707784,0.043802014892685204,0.7496013646308448,0.2277024215694432,0.009808652180447575,0.5472578531432433,0.956318118671498,0.9998356344510189,0.7826247348519784,0.6232415198527479,0.7052202451156349,0.30388626101913596
0.5321482602118004,0.8703468490473862,0.6054286482128457,0.5118490615195892,0.15232345921662227,0.09260980402570507,0.8794700456392381,0.9293343346475582,0.4667763259985729,0.06928682355752036,0.744409834241851,0.21675126903553243,0.023255997911706294,0.5257932568206183,0.9431419446314249,0.9947403024326102,0.7568016231670203,0.6215980804627925,0.6859904620275883,0.3196086863040213
0.5295007564296521,0.8644846116267708,0.6137597420048373,0.5075067577103032,0.16134854896612594,0.09353922141377646,0.8712857940649732,0.9299601560381336,0.4646038298004411,0.0804364273483853,0.7436681870434234,0.21613547474411243,0.029900568743622347,0.514673761963385,0.9395614625553184,0.9871794871794868,0.7493313658581575,0.6196259531948463,0.6818881083021382,0.3288808858310044
0.5357413010590015,0.8908646800195406,0.612272686553794,0.5149972317813214,0.1384849882673833,0.07415423017685496,0.8889445204028579,0.9209900494398899,0.4652245429999078,0.06888862342213198,0.7534023065227871,0.23172172755263332,0.01985461046203485,0.5308963107104563,0.9499448605760281,0.9791255752794212,0.7793046204924836,0.6120661320010516,0.69906671452746,0.3167598365942812
0.5321482602118004,0.8942843185148996,0.6018095494042821,0.520316553947697,0.13226770421772538,0.07714164320994232,0.8957230064126018,0.9120199428416467,0.464293473200708,0.05773901963126704,0.7494159528312379,0.2379379212781889,0.02278138570942645,0.5370716016043842,0.9509473955573382,0.9786324786324787,0.7804113252789817,0.6153530107809624,0.69496436080201,0.3196355622446787
0.5493570347957639,0.9186126038104541,0.610713965779808,0.5256358761140723,0.11852951204348083,0.05729194327898446,0.9080090123052631,0.9250370277656093,0.4705006051953702,0.05883407000358387,0.7601698372084398,0.23869518182574678,0.0,0.5428894801636157,0.9583231886341177,0.9846811308349768,0.8039288019920685,0.605328030502235,0.7090662017332443,0.3170285960008603
0.5145612708018155,0.8568637029799706,0.5861865090029561,0.5147258377932413,0.15442931349150668,0.11106537787455517,0.877679138824164,0.9102467822350169,0.45094813941218526,0.056843069326643736,0.7421848926465677,0.22067071648497927,0.04216138396918179,0.544736110559549,0.9372699540266103,0.9911242603550297,0.7534815088075255,0.6312943728635287,0.6574021845033586,0.34823156310470926
0.5119137670196674,0.8508060576453345,0.591256830601093,0.50077618680591,0.1459056176169755,0.10044346486802258,0.8674151244969088,0.911373260738052,0.42301604543620686,0.05335881814199839,0.7510846590277005,0.20802196887742364,0.03385567042928661,0.5524601882371627,0.946221159216877,0.9888231426692964,0.7702665314027481,0.6275144622666318,0.6475308958514947,0.34199634487207087
0.5183434190620273,0.8531509526135808,0.5910776672937381,0.5027302235200886,0.14690840536692007,0.10037707791173212,0.8708236245643093,0.9096209608444419,0.4264299680332706,0.053060168040457434,0.7494159528312379,0.2114254805691933,0.03650558855868191,0.5500178706167351,0.9450037953110009,0.9865220249835631,0.7678686710320022,0.628418353931107,0.6456079175426899,0.3516985594495807
